ICAO,Latitude,Longitude,Elevation
CYMJ,50.31666667,-105.5333333,577
CYML,47.6,-70.21666667,298
CYMM,56.65,-111.2166667,369
CYMO,51.28333333,-80.61666667,10
CYMT,49.76666667,-74.51666667,387
CYMU,56.51666667,-76.51666667,71
CYMX,45.66666667,-74.01666667,82
CYNA,50.16666667,-61.81666667,11
CYNC,53.01666667,-78.81666667,14
CYND,45.51666667,-75.56666667,64
CYNE,53.96666667,-97.81666667,223
CYNM,49.76666667,-77.81666667,281
CYOA,64.7,-110.6166667,469
CYOC,67.56666667,-139.8166667,251
CYOD,54.4,-110.2833333,544
CYOJ,58.61666667,-117.1666667,338
CYOO,43.91666667,-78.9,139
CYOW,45.31666667,-75.66666667,114
CYOY,46.88333333,-71.5,168
CYPA,53.21666667,-105.6666667,428
CYPC,69.36666667,-124.0666667,6
CYPD,45.66666667,-61.36666667,114
CYPE,56.21666667,-117.45,571
CYPG,49.88333333,-98.26666667,269
CYPH,58.46666667,-78.08333333,25
CYPL,51.46666667,-90.2,373
CYPQ,44.21666667,-78.36666667,191
CYPR,54.28333333,-130.4166667,34
CYPS,50.3,-122.7333333,204
CYPW,49.81666667,-124.5,130
CYPX,60.03333333,-77.26666667,23
CYPY,58.76666667,-111.1166667,232
CYQA,44.96666667,-79.28333333,282
CYQB,46.78333333,-71.36666667,73
CYQC,46.31666667,-77.63333333,139
CYQD,53.96666667,-101.0833333,271
CYQF,52.16666667,-113.9,905
CYQG,42.26666667,-82.96666667,190
CYQH,60.11666667,-128.8166667,690
CYQI,43.83333333,-66.08333333,43
CYQK,49.76666667,-94.36666667,411
CYQL,49.63333333,-112.8,929
CYQM,46.11666667,-64.66666667,71
CYQQ,49.71666667,-124.9,24
CYQR,50.43333333,-104.6666667,577
CYQT,48.36666667,-89.31666667,199
CYQU,55.18333333,-118.8833333,669
CYQV,51.26666667,-102.4666667,498
CYQW,52.76666667,-108.25,548
CYQX,48.95,-54.58333333,151
CYQY,46.16666667,-60.03333333,62
CYQZ,53.01666667,-122.5166667,545
CYRA,64.11666667,-117.3166667,213
CYRB,74.71666667,-94.96666667,67
CYRJ,48.51666667,-72.26666667,179
CYRL,51.06666667,-93.78333333,383
CYRT,62.81666667,-92.11666667,32
CYRV,50.96666667,-118.1666667,443
CYSA,43.91666667,-60,4
CYSB,46.63333333,-80.8,348
CYSC,45.43333333,-71.68333333,241
CYSD,50.26666667,-111.1666667,770
CYSE,49.78333333,-123.1666667,52
CYSF,59.25,-105.8166667,250
CYSJ,45.31666667,-65.86666667,109
CYSK,56.53333333,-79.25,26
CYSL,47.13333333,-67.81666667,241
CYSM,60.03333333,-111.9666667,203
CYSN,43.2,-79.16666667,98
CYSP,48.75,-86.35,315
CYSR,72.96666667,-84.61666667,649
CYSU,46.41666667,-63.81666667,24
CYSY,72,-125.2666667,86
CYTA,49.66666667,-93.73333333,435
CYTE,64.21666667,-76.51666667,47
CYTH,55.78333333,-97.86666667,218
CYTJ,48.81666667,-87.08333333,287
CYTL,53.81666667,-89.88333333,224
CYTN,45.61666667,-62.61666667,97
CYTQ,58.66666667,-69.95,31
CYTR,44.11666667,-77.51666667,86
CYTS,48.56666667,-81.36666667,295
CYTZ,43.63333333,-79.4,77
CYUA,68.95,-137.2833333,38
CYUB,69.45,-133.0166667,5
CYUJ,68.5,-113.2166667,16
CYUL,45.46666667,-73.73333333,36
CYUS,68.81666667,-93.41666667,42
CYUT,66.51666667,-86.25,24
CYUX,68.76666667,-81.25,8
CYUY,48.2,-78.81666667,301
CYVC,55.15,-105.2666667,379
CYVM,67.53333333,-64.01666667,6
CYVO,48.06666667,-77.76666667,337
CYVP,58.11666667,-68.41666667,60
CYVQ,65.26666667,-126.7833333,74
CYVR,49.16666667,-123.1666667,2
CYVT,55.81666667,-108.4166667,434
CYVV,44.75,-81.08333333,222
CYWA,45.95,-77.31666667,130
CYWE,64.18333333,-114.0833333,371
CYWG,49.88333333,-97.21666667,239
CYWH,48.41666667,-123.3833333,10
CYWJ,65.21666667,-123.4333333,176
CYWK,52.91666667,-66.86666667,551
CYWL,52.18333333,-122.0666667,940
CYWO,65.76666667,-111.25,494
CYWY,63.21666667,-123.4166667,150
CYXC,49.6,-115.7666667,939
CYXD,53.56666667,-113.5166667,671
CYXE,52.16666667,-106.7,504
CYXH,50.01666667,-110.7166667,716
CYXJ,56.25,-120.7333333,695
CYXL,50.11666667,-91.9,390
CYXN,62.21666667,-92.58333333,20
CYXP,66.15,-65.71666667,23
CYXQ,62.41666667,-140.8666667,649
CYXR,47.7,-79.83333333,243
CYXS,53.9,-122.6833333,691
CYXT,54.46666667,-128.5666667,217
CYXU,43.01666667,-81.15,278
CYXX,49.03333333,-122.3833333,58
CYXY,60.71666667,-135.0666667,703
CYXZ,47.96666667,-84.76666667,287
CYYB,46.35,-79.41666667,371
CYYC,51.11666667,-114.0166667,1084
CYYD,54.81666667,-127.1833333,523
CYYE,58.81666667,-122.5666667,382
CYYF,49.46666667,-119.5833333,344
CYYG,46.26666667,-63.11666667,54
CYYH,69.53333333,-93.56666667,28
CYYJ,48.65,-123.4333333,19
CYYL,56.86666667,-101.0666667,357
CYYN,50.26666667,-107.6666667,818
CYYQ,58.75,-94.06666667,29
CYYR,53.31666667,-60.41666667,49
CYYT,47.61666667,-52.71666667,140
CYYU,49.41666667,-82.46666667,227
CYYY,48.6,-68.21666667,52
CYYZ,43.66666667,-79.61666667,173
CYZE,45.86666667,-82.56666667,193
CYZF,62.46666667,-114.45,206
CYZG,62.16666667,-75.66666667,226
CYZH,55.28333333,-114.7666667,581
CYZP,53.25,-131.8166667,6
CYZR,43,-82.3,181
CYZS,64.2,-83.36666667,64
CYZT,50.66666667,-127.3666667,22
CYZU,54.15,-115.7833333,785
CYZV,50.21666667,-66.26666667,55
CYZW,60.16666667,-132.75,705
CYZX,44.98333333,-64.91666667,28
CYZY,55.28333333,-123.1166667,690
CZBF,47.61666667,-65.75,59
CZCP,70.16666667,-124.7166667,93
CZCR,47.96666667,-66.31666667,38
CZDB,45.41666667,-63.46666667,38
CZED,53.55,-114.1,766
CZEL,43.65,-80.41666667,376
CZEM,52.21666667,-78.51666667,7
CZEV,68.31666667,-133.5166667,103
CZFA,62.2,-133.3666667,717
CZFD,59.31666667,-107.1833333,131
CZFM,67.4,-134.8666667,43
CZFN,64.91666667,-125.5666667,98
CZFS,61.76666667,-121.2333333,168
CZGJ,47.25,-84.6,520
CZHK,68.63333333,-95.85,42
CZHY,60.83333333,-115.7833333,164
CZKA,50.7,-120.4333333,345
CZKD,56.03333333,-96.51666667,183
CZLT,82.5,-62.33333333,65
CZMD,53.43333333,-91.76666667,278
CZMJ,50.33333333,-105.5666667,577
CZMT,54.03333333,-132.1333333,8
CZMU,53.56666667,-112.3,683
CZOL,53.65,-113.35,665
CZPC,49.51666667,-114,1190
CZPS,52.43333333,-113.6,965
CZRP,75.36666667,-105.7166667,12
CZSJ,53.06666667,-93.35,290
CZSM,60.03333333,-111.9333333,203
CZSP,46.45,-62.58333333,30
CZST,55.93333333,-129.9833333,7
CZTB,48.36666667,-89.31666667,199
CZUG,50.18333333,-98.38333333,248
CZUM,53.53333333,-64.08333333,440
CZVE,70.16666667,-124.6833333,1
CZVL,53.66666667,-113.85,686
CZXR,47.7,-79.83333333,243
CZZJ,53.58333333,-116.4666667,927
DAAD,35.31666667,4.2,461
DAAE,36.71666667,5.066666667,2
DAAF,26.96666667,1.066666667,309
DAAG,36.71666667,3.216666667,25
DAAJ,24.28333333,9.466666667,968
DAAP,26.71666667,8.616666667,558
DAAS,36.18333333,5.333333333,1038
DAAT,22.81666667,5.466666667,1377
DAAV,36.8,5.883333333,11
DAAW,28.11666667,6.816666667,387
DAAY,33.53333333,-0.25,1149
DABB,36.81666667,7.816666667,4
DABC,36.26666667,6.616666667,694
DABP,36.91666667,6.95,7
DABS,35.43333333,8.116666667,813
DABT,35.75,6.316666667,1052
DAEF,28.43333333,7.55,472
DAEN,29.73333333,6.716666667,252
DAFH,32.93333333,3.316666667,774
DAFI,34.66666667,3.25,1144
DAOB,35.33333333,1.466666667,989
DAOF,27.7,-8.166666667,431
DAOI,36.21666667,1.316666667,143
DAOL,35.53333333,-0.516666667,112
DAOM,35.38333333,-0.133333333,492
DAON,35.01666667,-1.466666667,247
DAOO,35.61666667,-0.6,90
DAOR,31.65,-2.266666667,773
DAOV,35.2,0.15,514
DATG,19.56666667,5.75,399
DATM,21.38333333,0.916666667,396
DAUA,27.83333333,-0.183333333,263
DAUB,34.78333333,5.716666667,87
DAUE,30.56666667,2.866666667,397
DAUG,32.36666667,3.816666667,450
DAUH,31.66666667,6.15,142
DAUI,27.25,2.516666667,269
DAUK,33.08333333,6.116666667,85
DAUL,33.76666667,2.916666667,765
DAUO,33.5,6.783333333,63
DAUT,29.25,0.266666667,312
DAUU,31.91666667,5.4,141
DAUZ,28.05,9.616666667,562
DBBB,6.333333333,2.366666667,9
DBBC,7.166666667,2.066666667,167
DBBK,11.11666667,2.916666667,292
DBBN,10.31666667,1.366666667,461
DBBP,9.333333333,2.616666667,393
DBBS,8.016666667,2.466666667,200
DFCC,13.56666667,-2.416666667,336
DFCO,11.75,-2.916666667,271
DFCP,11.15,-1.133333333,322
DFEE,14.01666667,-0.016666667,277
DFEF,12.01666667,0.366666667,309
DFFD,12.33333333,-1.516666667,306
DFOD,12.46666667,-3.466666667,300
DFOG,10.31666667,-3.166666667,335
DFOO,11.16666667,-4.316666667,460
DGAA,5.583333333,-0.166666667,69
DGAD,5.766666667,0.616666667,7
DGAH,6.583333333,0.466666667,158
DGAK,6.083333333,0.116666667,19
DGAS,5.2,-1.066666667,47
DGAT,5.616666667,0,18
DGKA,5.916666667,-0.966666667,140
DGKK,6.066666667,-0.25,167
DGLB,9.016666667,-2.466666667,301
DGLE,9.5,-0.85,173
DGLN,10.9,-1.1,203
DGLW,10.05,-2.5,323
DGLY,9.433333333,-0.016666667,197
DGSB,6.2,-2.316666667,172
DGSI,6.716666667,-1.6,293
DGSN,7.316666667,-2.316666667,312
DGSW,7.75,-2.1,340
DGTK,4.866666667,-1.766666667,9
DGTX,4.866666667,-2.216666667,40
DIAD,5.283333333,-3.283333333,39
DIAP,5.25,-3.916666667,8
DIBK,7.716666667,-5.066666667,376
DIBU,8.05,-2.766666667,370
DIDK,6.65,-4.7,92
DIDL,6.866666667,-6.466666667,277
DIFK,9.583333333,-5.2,323
DIGA,6.116666667,-5.95,210
DIKO,9.416666667,-5.616666667,381
DIMN,7.366666667,-7.516666667,340
DIOD,9.5,-7.566666667,421
DISP,4.75,-6.65,30
DISS,4.95,-6.066666667,66
DITB,4.416666667,-7.366666667,21
DIYO,6.9,-5.333333333,213
DNAA,9,7.266666667,344
DNAK,7.25,5.3,336
DNBE,6.316666667,5.583333333,79
DNBI,9.083333333,6.016666667,143
DNCA,4.966666667,8.333333333,63
DNEN,6.466666667,7.533333333,137
DNGU,12.16666667,6.7,469
DNIB,7.366666667,3.983333333,228
DNIL,8.466666667,4.483333333,305
DNIM,5.433333333,7.2,114
DNJO,9.866666667,8.9,1285
DNKA,10.58333333,7.45,642
DNKN,12.05,8.516666667,481
DNMA,11.83333333,13.06666667,354
DNMK,7.666666667,8.616666667,97
DNMM,6.566666667,3.316666667,38
DNMN,9.65,6.466666667,254
DNOS,7.766666667,4.466666667,304
DNPO,4.833333333,7.016666667,18
DNSO,12.91666667,5.2,302
DNYO,9.216666667,12.46666667,174
DNZA,11.11666667,7.666666667,664
DRRB,13.8,5.25,273
DRRG,11.86666667,3.45,203
DRRI,18.66666667,12.91666667,357
DRRL,14.18333333,1.433333333,210
DRRM,13.46666667,7.066666667,373
DRRN,13.46666667,2.166666667,227
DRRT,14.9,5.25,391
DRZA,16.96666667,8,502
DRZF,13.41666667,12.76666667,305
DRZG,13.96666667,10.3,460
DRZM,13.21666667,11.96666667,337
DRZR,13.76666667,8.966666667,453
DTKA,36.98333333,8.883333333,21
DTMB,35.76666667,10.75,2
DTNH,36.06666667,10.43333333,2
DTNZ,36.08333333,10.43333333,21
DTTA,36.85,10.21666667,4
DTTB,37.25,9.8,3
DTTD,32.31666667,10.4,301
DTTF,34.41666667,8.816666667,314
DTTG,33.73333333,9.916666667,5
DTTJ,33.86666667,10.76666667,4
DTTK,35.66666667,10.08333333,68
DTTL,36.85,11.06666667,30
DTTM,35.66666667,10.75,3
DTTN,36.46666667,8.8,144
DTTR,31.7,9.266666667,259
DTTX,34.71666667,10.66666667,23
DTTZ,33.91666667,8.083333333,93
DXAK,7.533333333,1.116666667,402
DXDP,10.8,0.233333333,280
DXMG,10.36666667,0.466666667,146
DXNG,9.766666667,1.1,343
DXSK,9,1.15,387
DXTA,6.566666667,1.5,44
DXXX,6.166666667,1.25,25
EBAW,51.2,4.466666667,14
EBBE,50.75,4.766666667,127
EBBL,51.16666667,5.466666667,64
EBBR,50.9,4.5,58
EBBT,51.31666667,4.5,23
EBBX,49.88333333,5.216666667,461
EBCI,50.46666667,4.45,192
EBCV,50.56666667,3.816666667,63
EBDT,51.01666667,5.066666667,54
EBFN,51.06666667,2.633333333,9
EBFS,50.21666667,4.65,299
EBGB,50.95,4.4,21
EBGT,51.18333333,3.8,13
EBHN,51.3,4.383333333,3
EBKH,51.18333333,5.216666667,40
EBKT,50.81666667,3.2,20
EBLB,50.46666667,6.166666667,570
EBLG,50.63333333,5.45,178
EBLH,50.63333333,5.45,178
EBMB,50.88333333,4.5,55
EBMT,50.91666667,3.716666667,60
EBOS,51.2,2.866666667,5
EBSH,50.01666667,5.4,588
EBSP,50.46666667,5.916666667,482
EBST,50.78333333,5.2,75
EBSU,50.01666667,5.4,557
EBSZ,50.93333333,3.65,37
EBTN,50.76666667,4.95,81
EBTY,50.53333333,3.5,49
EBWE,51.41666667,5,60
EBWM,50.88333333,4.516666667,58
EBZH,50.96666667,5.383333333,43
EBZW,51.01666667,5.533333333,63
EDAC,50.98333333,12.5,195
EDAD,51.83333333,12.18333333,57
EDAH,53.86666667,14.15,28
EDAR,50.98333333,13.91666667,400
EDAS,49.5,7.866666667,321
EDBB,52.46666667,13.4,49
EDBC,51.85,11.41666667,181
EDBM,52.1,11.58333333,82
EDBT,51.38333333,11.45,284
EDCK,54.36666667,10.15,31
EDCP,54.36666667,13.06666667,4
EDDB,52.38333333,13.53333333,48
EDDC,51.13333333,13.75,226
EDDE,50.98333333,10.96666667,323
EDDF,50.05,8.6,113
EDDG,52.13333333,7.7,52
EDDH,53.63333333,10,16
EDDI,52.46666667,13.4,49
EDDK,50.86666667,7.15,99
EDDL,51.3,6.766666667,44
EDDM,48.35,11.81666667,447
EDDN,49.5,11.08333333,312
EDDP,51.43333333,12.23333333,149
EDDR,49.21666667,7.1,320
EDDS,48.66666667,9.216666667,419
EDDT,52.56666667,13.31666667,37
EDDV,52.46666667,9.683333333,54
EDDW,53.03333333,8.8,5
EDEF,49.95,8.966666667,131
EDEK,49.63333333,7.283333333,426
EDFE,49.96666667,8.633333333,118
EDFH,49.95,7.266666667,498
EDFM,49.51666667,8.55,100
EDGS,50.7,8.083333333,602
EDHF,54,9.566666667,26
EDHI,53.53333333,9.833333333,13
EDHK,54.38333333,10.15,31
EDHL,53.8,10.71666667,16
EDIA,50.6,8.716666667,152
EDIC,49.7,11.93333333,415
EDIG,49.38333333,11.18333333,386
EDIH,49.21666667,11.81666667,442
EDIK,49.46666667,10.38333333,325
EDJA,47.98333333,10.23333333,633
EDLE,51.4,6.966666667,161
EDLG,52.11666667,7.7,52
EDLN,51.23333333,6.5,38
EDLP,51.61666667,8.616666667,213
EDLV,51.6,6.15,32
EDLW,51.51666667,7.616666667,127
EDMA,48.41666667,10.91666667,463
EDMO,48.06666667,11.26666667,600
EDNN,50.81666667,6.666666667,135
EDNY,47.66666667,9.516666667,424
EDOP,53.43333333,11.78333333,51
EDPH,47.96666667,8.9,794
EDPN,50.36666667,7.316666667,191
EDQD,49.96666667,11.61666667,498
EDQM,50.3,11.85,568
EDRZ,49.21666667,7.4,344
EDSB,48.78333333,8.083333333,124
EDTD,47.96666667,8.516666667,680
EDTL,48.36666667,7.833333333,156
EDTY,49.11666667,9.783333333,400
EDTZ,47.68333333,9.183333333,447
EDVE,52.31666667,10.55,88
EDVK,51.38333333,9.366666667,285
EDVV,52.46666667,9.683333333,54
EDWD,53.13333333,8.616666667,30
EDWE,53.38333333,7.233333333,5
EDXW,54.91666667,8.333333333,20
EDZB,52.81666667,9.916666667,70
EDZE,51.4,6.966666667,161
EDZH,49.41666667,11.9,419
EDZJ,49.7,7.316666667,377
EEKA,58.98333333,22.83333333,4
EEKE,58.23333333,22.51666667,4
EEPU,58.41666667,24.46666667,14
EETN,59.4,24.81666667,40
EETU,58.31666667,26.68333333,67
EFET,68.36666667,23.43333333,306
EFHA,61.85,24.8,145
EFHF,60.25,25.05,28
EFHK,60.31666667,24.96666667,56
EFHL,65.01666667,24.8,6
EFHT,62.51666667,24.21666667,161
EFIL,62.7,22.81666667,92
EFIV,68.61666667,27.41666667,148
EFJO,62.66666667,29.61666667,117
EFJY,62.4,25.68333333,145
EFKA,63.1,23.05,44
EFKE,65.76666667,24.56666667,15
EFKI,64.26666667,27.66666667,136
EFKK,63.71666667,23.13333333,25
EFKS,66,29.23333333,263
EFKT,67.7,24.85,643
EFKU,63.01666667,27.8,102
EFLP,61.06666667,28.13333333,106
EFMA,60.11666667,19.88333333,6
EFMI,61.68333333,27.2,138
EFOU,64.91666667,25.36666667,15
EFPE,66.78333333,24,84
EFPO,61.46666667,21.8,17
EFPU,65.36666667,27.01666667,117
EFRO,66.56666667,25.81666667,201
EFSA,61.95,28.93333333,95
EFSI,62.7,22.83333333,91
EFSO,67.36666667,26.63333333,179
EFSU,64.9,29.01666667,224
EFTP,61.41666667,23.61666667,112
EFTU,60.51666667,22.26666667,59
EFUT,60.88333333,26.91666667,100
EFVA,63.03333333,21.76666667,4
EFVI,63.06666667,25.86666667,132
EFVR,62.16666667,27.86666667,87
EFYL,64.03333333,24.71666667,77
EGAA,54.63333333,-6.216666667,81
EGAC,54.61666667,-5.866666667,5
EGAE,55.03333333,-7.15,9
EGBB,52.46666667,-1.75,99
EGBE,52.36666667,-1.466666667,82
EGBJ,51.9,-2.166666667,29
EGBP,51.66666667,-2.033333333,133
EGCC,53.35,-2.266666667,78
EGCG,53.31666667,0.166666667,14
EGCN,53.48333333,-1,17
EGDB,50.35,-4.116666667,27
EGDC,51.08333333,-4.15,8
EGDG,50.43333333,-5,119
EGDK,51.66666667,-2.033333333,133
EGDL,51.5,-1.966666667,156
EGDM,51.16666667,-1.75,124
EGDN,51.25,-1.766666667,139
EGDP,50.56666667,-2.45,3
EGDR,50.08333333,-5.25,82
EGDX,51.4,-3.433333333,50
EGDY,51,-2.616666667,23
EGEC,55.43333333,-5.683333333,13
EGEO,56.46666667,-5.4,6
EGFF,51.38333333,-3.35,67
EGFH,51.6,-4.066666667,90
EGGD,51.36666667,-2.716666667,189
EGGP,53.31666667,-2.85,26
EGGW,51.86666667,-0.366666667,160
EGHD,50.41666667,-4.116666667,25
EGHE,49.91666667,-6.283333333,31
EGHH,50.78333333,-1.833333333,11
EGHI,50.95,-1.35,14
EGHK,50.11666667,-5.516666667,4
EGHN,50.63333333,-1.133333333,18
EGHQ,50.43333333,-5,119
EGJA,49.71666667,-2.2,71
EGJB,49.41666667,-2.6,102
EGJJ,49.21666667,-2.2,84
EGKA,50.83333333,-0.3,2
EGKB,51.31666667,0.016666667,183
EGKK,51.13333333,-0.166666667,62
EGKM,51.26666667,0.416666667,104
EGLC,51.5,0.05,5
EGLF,51.28333333,-0.766666667,65
EGLL,51.48333333,-0.45,24
EGMC,51.56666667,0.7,15
EGMD,50.95,0.916666667,3
EGMH,51.35,1.333333333,55
EGNC,54.93333333,-2.816666667,26
EGNH,53.76666667,-3.016666667,10
EGNJ,53.56666667,-0.35,31
EGNL,54.11666667,-3.25,15
EGNM,53.86666667,-1.633333333,208
EGNO,53.75,-2.883333333,17
EGNR,53.16666667,-2.966666667,10
EGNS,54.08333333,-4.633333333,17
EGNT,55.01666667,-1.7,81
EGNV,54.51666667,-1.416666667,37
EGNX,52.81666667,-1.316666667,94
EGOD,52.8,-4.116666667,9
EGOE,52.86666667,-2.516666667,83
EGOM,55.05,-2.55,325
EGOP,51.71666667,-4.316666667,6
EGOS,52.8,-2.666666667,76
EGOV,53.25,-4.533333333,11
EGOW,53.58333333,-3.05,12
EGOY,54.85,-4.95,12
EGPA,58.95,-2.883333333,21
EGPB,59.86666667,-1.3,5
EGPC,58.45,-3.066666667,39
EGPD,57.2,-2.216666667,65
EGPE,57.51666667,-4.033333333,9
EGPF,55.86666667,-4.416666667,8
EGPH,55.95,-3.35,41
EGPI,55.68333333,-6.25,18
EGPK,55.5,-4.566666667,20
EGPL,57.46666667,-7.366666667,6
EGPM,60.41666667,-1.3,22
EGPN,56.45,-3.016666667,4
EGPO,58.21666667,-6.316666667,13
EGPT,56.45,-3.366666667,121
EGPU,56.5,-6.866666667,12
EGPW,60.75,-0.85,285
EGQA,57.83333333,-3.95,4
EGQB,55.06666667,-7.016666667,2
EGQJ,55.41666667,-5.7,13
EGQK,57.65,-3.566666667,7
EGQL,56.38333333,-2.866666667,12
EGQM,55.41666667,-1.6,23
EGQS,57.71666667,-3.316666667,13
EGRB,51.5,-0.116666667,39
EGRR,50.73333333,-3.483333333,27
EGSC,52.2,0.166666667,15
EGSD,52.63333333,1.716666667,2
EGSH,52.68333333,1.283333333,36
EGSS,51.88333333,0.216666667,106
EGSY,53.4,-1.383333333,70
EGTC,52.06666667,-0.616666667,111
EGTE,50.71666667,-3.416666667,30
EGTG,51.51666667,-2.566666667,69
EGTH,51.76666667,-0.25,77
EGTI,51.66666667,-0.416666667,102
EGUA,51.91666667,-1.25,134
EGUB,51.61666667,-1.066666667,63
EGUC,52.11666667,-4.566666667,134
EGUD,51.66666667,-1.316666667,80
EGUF,51.26666667,-0.766666667,72
EGUH,51.61666667,-0.766666667,75
EGUL,52.41666667,0.566666667,10
EGUM,51.35,1.333333333,55
EGUN,52.36666667,0.466666667,10
EGUO,51.43333333,-2.283333333,13
EGUP,52.85,0.766666667,65
EGUS,50.81666667,-1.216666667,10
EGUW,52.11666667,0.966666667,87
EGUY,52.35,-0.116666667,41
EGVA,51.66666667,-1.766666667,87
EGVG,52.06666667,1.383333333,29
EGVI,51.36666667,-1.266666667,122
EGVJ,52.11666667,1.416666667,26
EGVN,51.76666667,-1.583333333,88
EGVO,51.23333333,-0.95,123
EGVP,51.13333333,-1.566666667,91
EGVT,51.96666667,0.5,98
EGWC,52.61666667,-2.283333333,83
EGWE,52.01666667,-0.266666667,95
EGWU,51.55,-0.416666667,40
EGWZ,52.36666667,-0.216666667,49
EGXB,53.45,-0.2,108
EGXC,53.1,-0.166666667,7
EGXD,54.13333333,-1.416666667,35
EGXE,54.28333333,-1.516666667,40
EGXF,53.85,-6.083333333,15
EGXG,53.83333333,-1.2,9
EGXH,52.31666667,0.766666667,54
EGXI,53.46666667,-1,17
EGXJ,52.73333333,-0.65,138
EGXN,52.96666667,-0.966666667,55
EGXP,53.3,-0.55,61
EGXS,53.48333333,0.15,3
EGXT,52.61666667,-0.466666667,84
EGXU,54.05,-1.25,16
EGXV,53.86666667,-0.45,6
EGXW,53.18333333,-0.516666667,70
EGXX,53.48333333,0.083333333,11
EGXZ,54.2,-1.383333333,28
EGYC,52.76666667,1.35,20
EGYD,53.03333333,-0.5,67
EGYE,52.96666667,-0.566666667,112
EGYH,52.86666667,0.15,3
EGYM,52.63333333,0.566666667,23
EGYP,-51.81666667,-58.45,74
EGYR,52.56666667,0.85,59
EGYW,53.08333333,0.266666667,5
EHAK,55.41666667,3.816666667,50
EHAM,52.31666667,4.783333333,9
EHBK,50.91666667,5.766666667,116
EHDB,52.1,5.166666667,4
EHDL,52.06666667,5.866666667,52
EHDV,54.31666667,2.933333333,50
EHEH,51.45,5.383333333,22
EHFD,54.85,4.7,50
EHFS,51.45,3.6,32
EHFZ,54.11666667,4.016666667,50
EHGG,53.11666667,6.566666667,4
EHGR,51.56666667,4.916666667,13
EHJA,53.81666667,2.95,50
EHJR,53.21666667,3.216666667,50
EHKD,52.91666667,4.766666667,14
EHKV,53.26666667,3.633333333,50
EHLE,52.45,5.516666667,-6
EHLW,53.21666667,5.75,2
EHMA,53.5,5.95,50
EHMG,53.61666667,4.966666667,50
EHPG,52.36666667,3.35,50
EHQE,52.91666667,4.15,50
EHRD,51.95,4.45,-5
EHSA,52,3.283333333,50
EHSB,52.11666667,5.266666667,13
EHSC,51.93333333,3.666666667,50
EHTW,52.26666667,6.9,36
EHTX,53.06666667,4.75,3
EHVB,52.16666667,4.416666667,2
EHVK,51.63333333,5.7,21
EHVL,53.23333333,4.916666667,5
EHWO,51.45,4.316666667,17
EHYB,52.01666667,4.333333333,1
EICK,51.85,-8.466666667,162
EICM,53.3,-8.933333333,25
EIDL,55.05,-8.333333333,9
EIDW,53.41666667,-6.25,85
EIKN,53.91666667,-8.816666667,64
EIKY,52.18333333,-9.516666667,34
EIME,53.3,-6.45,93
EINN,52.7,-8.916666667,20
EISG,54.28333333,-8.6,3
EIWF,52.18333333,-7.083333333,36
EKAH,56.28333333,10.61666667,25
EKAT,56.7,11.55,8
EKAV,55.06666667,11.76666667,4
EKBI,55.71666667,9.15,66
EKCH,55.61666667,12.66666667,5
EKEB,55.51666667,8.55,29
EKGC,55.58333333,4.766666667,0
EKGF,55.71666667,4.8,43
EKHA,55.53333333,5,0
EKHD,56.33333333,4.266666667,0
EKHN,55.6,7.616666667,50
EKHO,56.38333333,8.433333333,15
EKHR,55.51666667,7.883333333,50
EKHS,56.75,10.23333333,2
EKKA,56.3,9.116666667,52
EKKM,56.13333333,10.21666667,57
EKMB,54.7,11.43333333,5
EKOD,55.46666667,10.31666667,17
EKRK,55.56666667,12.11666667,44
EKRN,55.06666667,14.75,16
EKSB,54.96666667,9.8,23
EKSN,57.5,10.21666667,28
EKSP,55.21666667,9.266666667,40
EKST,55.01666667,10.56666667,6
EKSV,56.53333333,9.166666667,21
EKTE,55.71666667,4.8,0
EKTS,57.06666667,8.683333333,7
EKVA,55.71666667,9.216666667,74
EKVD,55.41666667,9.316666667,45
EKVG,62.06666667,-7.3,85
EKVJ,55.96666667,8.333333333,5
EKVL,55.76666667,12.31666667,31
EKYT,57.1,9.866666667,3
ELLX,49.63333333,6.2,379
ENAL,62.56666667,6.116666667,22
ENAN,69.28333333,16.13333333,14
ENAS,78.91666667,11.91666667,8
ENAT,69.96666667,23.36666667,3
ENBJ,74.51666667,19.01666667,14
ENBL,61.4,5.766666667,150
ENBM,60.63333333,6.5,122
ENBN,65.46666667,12.21666667,9
ENBO,67.26666667,14.36666667,13
ENBR,60.28333333,5.216666667,50
ENBS,70.61666667,29.71666667,10
ENBV,70.86666667,29.01666667,13
ENCN,58.2,8.066666667,17
ENDI,60.41666667,8.516666667,798
ENDR,64.35,7.8,50
ENDU,69.03333333,18.55,79
ENEK,56.53333333,3.25,3
ENEV,68.51666667,16.66666667,26
ENFB,61.2,1.833333333,10
ENFG,61,9.3,822
ENFL,61.56666667,5.016666667,9
ENFR,59.91666667,2,0
ENGC,61.01666667,2.016666667,10
ENGM,60.2,11.1,204
ENHD,59.35,5.216666667,24
ENHE,65.33333333,2.333333333,1
ENHF,70.66666667,23.66666667,81
ENHK,70.46666667,22.13333333,10
ENHM,59.56666667,2.233333333,10
ENHO,76.5,25.06666667,10
ENHV,71.01666667,25.96666667,14
ENIP,11.36666667,162.3666667,2
ENJA,70.91666667,-8.666666667,9
ENKA,69.01666667,23.06666667,330
ENKB,63.11666667,7.816666667,62
ENKR,69.71666667,29.88333333,91
